driver,team,lap_number,LapTime,compound,is_pit,stint,lap_start_time,lap_time_s,year,event,round,stint_index,lap_index_in_stint,stint_length
HUL,Haas F1 Team,49,0 days 00:01:10.848000,HARD,False,3.0,0 days 01:53:22.563000,70.848,2024,Austrian Grand Prix,11,1,48,71
LEC,Ferrari,49,0 days 00:01:10.568000,MEDIUM,False,4.0,0 days 01:53:29.784000,70.568,2024,Austrian Grand Prix,11,1,48,71
MAG,Haas F1 Team,49,0 days 00:01:10.698000,HARD,False,3.0,0 days 01:53:23.949000,70.698,2024,Austrian Grand Prix,11,1,48,71
NOR,McLaren,49,0 days 00:01:10.444000,HARD,False,2.0,0 days 01:52:18.521000,70.444,2024,Austrian Grand Prix,11,1,48,64
OCO,Alpine,49,0 days 00:01:10.189000,MEDIUM,False,3.0,0 days 01:53:31.946000,70.189,2024,Austrian Grand Prix,11,1,48,71
PER,Red Bull Racing,49,0 days 00:01:11.710000,HARD,False,2.0,0 days 01:52:57.042000,71.71,2024,Austrian Grand Prix,11,1,48,71
PIA,McLaren,49,0 days 00:01:10.661000,HARD,False,2.0,0 days 01:52:38.371000,70.661,2024,Austrian Grand Prix,11,1,48,71
RIC,RB,49,0 days 00:01:10.426000,HARD,False,3.0,0 days 01:53:26.854000,70.426,2024,Austrian Grand Prix,11,1,48,71
RUS,Mercedes,49,0 days 00:01:09.288000,HARD,False,3.0,0 days 01:52:49.472000,69.288,2024,Austrian Grand Prix,11,1,48,71
SAI,Ferrari,49,0 days 00:01:09.555000,MEDIUM,False,3.0,0 days 01:52:54.318000,69.555,2024,Austrian Grand Prix,11,1,48,71
SAR,Williams,49,0 days 00:01:15.384000,HARD,False,3.0,0 days 01:54:21.393000,75.384,2024,Austrian Grand Prix,11,1,48,69
STR,Aston Martin,49,0 days 00:01:10.420000,HARD,False,3.0,0 days 01:53:40.751000,70.42,2024,Austrian Grand Prix,11,1,48,70
TSU,RB,49,0 days 00:01:10.600000,HARD,False,3.0,0 days 01:53:43.865000,70.6,2024,Austrian Grand Prix,11,1,48,70
VER,Red Bull Racing,49,0 days 00:01:10.543000,HARD,False,2.0,0 days 01:52:11.329000,70.543,2024,Austrian Grand Prix,11,1,48,71
ZHO,Kick Sauber,49,0 days 00:01:11.385000,MEDIUM,False,2.0,0 days 01:53:55.083000,71.385,2024,Austrian Grand Prix,11,1,48,70
ALB,Williams,50,0 days 00:01:10.961000,HARD,False,3.0,0 days 01:54:49.101000,70.961,2024,Austrian Grand Prix,11,1,49,70
ALO,Aston Martin,50,0 days 00:01:10.914000,HARD,False,3.0,0 days 01:54:55.715000,70.914,2024,Austrian Grand Prix,11,1,49,70
BOT,Kick Sauber,50,0 days 00:01:10.736000,HARD,False,3.0,0 days 01:54:57.574000,70.736,2024,Austrian Grand Prix,11,1,49,70
GAS,Alpine,50,0 days 00:01:10.559000,MEDIUM,False,3.0,0 days 01:54:40.800000,70.559,2024,Austrian Grand Prix,11,1,49,71
HAM,Mercedes,50,0 days 00:01:10.941000,HARD,False,2.0,0 days 01:53:50.081000,70.941,2024,Austrian Grand Prix,11,1,49,71
HUL,Haas F1 Team,50,0 days 00:01:10.603000,HARD,False,3.0,0 days 01:54:33.411000,70.603,2024,Austrian Grand Prix,11,1,49,71
LEC,Ferrari,50,0 days 00:01:11.739000,MEDIUM,False,4.0,0 days 01:54:40.352000,71.739,2024,Austrian Grand Prix,11,1,49,71
MAG,Haas F1 Team,50,0 days 00:01:10.631000,HARD,False,3.0,0 days 01:54:34.647000,70.631,2024,Austrian Grand Prix,11,1,49,71
NOR,McLaren,50,0 days 00:01:10.546000,HARD,False,2.0,0 days 01:53:28.965000,70.546,2024,Austrian Grand Prix,11,1,49,64
OCO,Alpine,50,0 days 00:01:10.526000,MEDIUM,False,3.0,0 days 01:54:42.135000,70.526,2024,Austrian Grand Prix,11,1,49,71
PER,Red Bull Racing,50,0 days 00:01:11.454000,HARD,False,2.0,0 days 01:54:08.752000,71.454,2024,Austrian Grand Prix,11,1,49,71
PIA,McLaren,50,0 days 00:01:10.517000,HARD,False,2.0,0 days 01:53:49.032000,70.517,2024,Austrian Grand Prix,11,1,49,71
RIC,RB,50,0 days 00:01:10.518000,HARD,False,3.0,0 days 01:54:37.280000,70.518,2024,Austrian Grand Prix,11,1,49,71
RUS,Mercedes,50,0 days 00:01:09.342000,HARD,False,3.0,0 days 01:53:58.760000,69.342,2024,Austrian Grand Prix,11,1,49,71
SAI,Ferrari,50,0 days 00:01:09.357000,MEDIUM,False,3.0,0 days 01:54:03.873000,69.357,2024,Austrian Grand Prix,11,1,49,71
SAR,Williams,50,0 days 00:01:29.412000,MEDIUM,False,4.0,0 days 01:55:36.777000,89.412,2024,Austrian Grand Prix,11,1,49,69
STR,Aston Martin,50,0 days 00:01:10.520000,HARD,False,3.0,0 days 01:54:51.171000,70.52,2024,Austrian Grand Prix,11,1,49,70
TSU,RB,50,0 days 00:01:10.556000,HARD,False,3.0,0 days 01:54:54.465000,70.556,2024,Austrian Grand Prix,11,1,49,70
VER,Red Bull Racing,50,0 days 00:01:10.738000,HARD,False,2.0,0 days 01:53:21.872000,70.738,2024,Austrian Grand Prix,11,1,49,71
ZHO,Kick Sauber,50,0 days 00:01:13.529000,MEDIUM,False,2.0,0 days 01:55:06.468000,73.529,2024,Austrian Grand Prix,11,1,49,70
ALB,Williams,51,0 days 00:01:11.146000,HARD,False,3.0,0 days 01:56:00.062000,71.146,2024,Austrian Grand Prix,11,1,50,70
ALO,Aston Martin,51,0 days 00:01:12.431000,HARD,False,3.0,0 days 01:56:06.629000,72.431,2024,Austrian Grand Prix,11,1,50,70
BOT,Kick Sauber,51,0 days 00:01:11.229000,HARD,False,3.0,0 days 01:56:08.310000,71.229,2024,Austrian Grand Prix,11,1,50,70
GAS,Alpine,51,0 days 00:01:10.594000,MEDIUM,False,3.0,0 days 01:55:51.359000,70.594,2024,Austrian Grand Prix,11,1,50,71
HAM,Mercedes,51,0 days 00:01:11.228000,HARD,False,2.0,0 days 01:55:01.022000,71.228,2024,Austrian Grand Prix,11,1,50,71
HUL,Haas F1 Team,51,0 days 00:01:10.215000,HARD,False,3.0,0 days 01:55:44.014000,70.215,2024,Austrian Grand Prix,11,1,50,71
LEC,Ferrari,51,0 days 00:01:13.925000,MEDIUM,False,4.0,0 days 01:55:52.091000,73.925,2024,Austrian Grand Prix,11,1,50,71
MAG,Haas F1 Team,51,0 days 00:01:10.848000,HARD,False,3.0,0 days 01:55:45.278000,70.848,2024,Austrian Grand Prix,11,1,50,71
NOR,McLaren,51,0 days 00:01:14.573000,HARD,False,2.0,0 days 01:54:39.511000,74.573,2024,Austrian Grand Prix,11,1,50,64
OCO,Alpine,51,0 days 00:01:10.930000,MEDIUM,False,3.0,0 days 01:55:52.661000,70.93,2024,Austrian Grand Prix,11,1,50,71
PER,Red Bull Racing,51,0 days 00:01:16.263000,HARD,False,2.0,0 days 01:55:20.206000,76.263,2024,Austrian Grand Prix,11,1,50,71
PIA,McLaren,51,0 days 00:01:13.906000,HARD,False,2.0,0 days 01:54:59.549000,73.906,2024,Austrian Grand Prix,11,1,50,71
RIC,RB,51,0 days 00:01:11.048000,HARD,False,3.0,0 days 01:55:47.798000,71.048,2024,Austrian Grand Prix,11,1,50,71
RUS,Mercedes,51,0 days 00:01:09.759000,HARD,False,3.0,0 days 01:55:08.102000,69.759,2024,Austrian Grand Prix,11,1,50,71
SAI,Ferrari,51,0 days 00:01:09.412000,MEDIUM,False,3.0,0 days 01:55:13.230000,69.412,2024,Austrian Grand Prix,11,1,50,71
SAR,Williams,51,0 days 00:01:10.498000,MEDIUM,False,4.0,0 days 01:57:06.189000,70.498,2024,Austrian Grand Prix,11,1,50,69
STR,Aston Martin,51,0 days 00:01:10.707000,HARD,False,3.0,0 days 01:56:01.691000,70.707,2024,Austrian Grand Prix,11,1,50,70
TSU,RB,51,0 days 00:01:10.700000,HARD,False,3.0,0 days 01:56:05.021000,70.7,2024,Austrian Grand Prix,11,1,50,70
VER,Red Bull Racing,51,0 days 00:01:13.860000,HARD,False,2.0,0 days 01:54:32.610000,73.86,2024,Austrian Grand Prix,11,1,50,71
ZHO,Kick Sauber,51,0 days 00:01:15.549000,MEDIUM,False,2.0,0 days 01:56:19.997000,75.549,2024,Austrian Grand Prix,11,1,50,70
ALB,Williams,52,0 days 00:01:10.827000,HARD,False,3.0,0 days 01:57:11.208000,70.827,2024,Austrian Grand Prix,11,1,51,70
ALO,Aston Martin,52,0 days 00:01:11.568000,HARD,False,3.0,0 days 01:57:19.060000,71.568,2024,Austrian Grand Prix,11,1,51,70
BOT,Kick Sauber,52,0 days 00:01:12.040000,HARD,False,3.0,0 days 01:57:19.539000,72.04,2024,Austrian Grand Prix,11,1,51,70
GAS,Alpine,52,0 days 00:01:10.306000,MEDIUM,False,3.0,0 days 01:57:01.953000,70.306,2024,Austrian Grand Prix,11,1,51,71
HAM,Mercedes,52,0 days 00:01:11.331000,HARD,False,2.0,0 days 01:56:12.250000,71.331,2024,Austrian Grand Prix,11,1,51,71
HUL,Haas F1 Team,52,0 days 00:01:10.404000,HARD,False,3.0,0 days 01:56:54.229000,70.404,2024,Austrian Grand Prix,11,1,51,71
LEC,Ferrari,52,0 days 00:01:26.074000,MEDIUM,False,5.0,0 days 01:57:06.016000,86.074,2024,Austrian Grand Prix,11,1,51,71
MAG,Haas F1 Team,52,0 days 00:01:10.786000,HARD,False,3.0,0 days 01:56:56.126000,70.786,2024,Austrian Grand Prix,11,1,51,71
NOR,McLaren,52,0 days 00:01:25.763000,MEDIUM,False,3.0,0 days 01:55:54.084000,85.763,2024,Austrian Grand Prix,11,1,51,64
OCO,Alpine,52,0 days 00:01:10.468000,MEDIUM,False,3.0,0 days 01:57:03.591000,70.468,2024,Austrian Grand Prix,11,1,51,71
PER,Red Bull Racing,52,0 days 00:01:33.861000,MEDIUM,False,3.0,0 days 01:56:36.469000,93.861,2024,Austrian Grand Prix,11,1,51,71
PIA,McLaren,52,0 days 00:01:25.352000,MEDIUM,False,3.0,0 days 01:56:13.455000,85.352,2024,Austrian Grand Prix,11,1,51,71
RIC,RB,52,0 days 00:01:10.939000,HARD,False,3.0,0 days 01:56:58.846000,70.939,2024,Austrian Grand Prix,11,1,51,71
RUS,Mercedes,52,0 days 00:01:09.881000,HARD,False,3.0,0 days 01:56:17.861000,69.881,2024,Austrian Grand Prix,11,1,51,71
SAI,Ferrari,52,0 days 00:01:10.099000,MEDIUM,False,3.0,0 days 01:56:22.642000,70.099,2024,Austrian Grand Prix,11,1,51,71
SAR,Williams,52,0 days 00:01:10.774000,MEDIUM,False,4.0,0 days 01:58:16.687000,70.774,2024,Austrian Grand Prix,11,1,51,69
STR,Aston Martin,52,0 days 00:01:10.561000,HARD,False,3.0,0 days 01:57:12.398000,70.561,2024,Austrian Grand Prix,11,1,51,70
TSU,RB,52,0 days 00:01:10.762000,HARD,False,3.0,0 days 01:57:15.721000,70.762,2024,Austrian Grand Prix,11,1,51,70
VER,Red Bull Racing,52,0 days 00:01:31.585000,MEDIUM,False,3.0,0 days 01:55:46.470000,91.585,2024,Austrian Grand Prix,11,1,51,71
ZHO,Kick Sauber,52,0 days 00:01:28.633000,HARD,False,3.0,0 days 01:57:35.546000,88.633,2024,Austrian Grand Prix,11,1,51,70
ALB,Williams,53,0 days 00:01:10.812000,HARD,False,3.0,0 days 01:58:22.035000,70.812,2024,Austrian Grand Prix,11,1,52,70
ALO,Aston Martin,53,0 days 00:01:11.336000,HARD,False,3.0,0 days 01:58:30.628000,71.336,2024,Austrian Grand Prix,11,1,52,70
BOT,Kick Sauber,53,0 days 00:01:11,HARD,False,3.0,0 days 01:58:31.579000,71.0,2024,Austrian Grand Prix,11,1,52,70
GAS,Alpine,53,0 days 00:01:10.566000,MEDIUM,False,3.0,0 days 01:58:12.259000,70.566,2024,Austrian Grand Prix,11,1,52,71
HAM,Mercedes,53,0 days 00:01:15.339000,HARD,False,2.0,0 days 01:57:23.581000,75.339,2024,Austrian Grand Prix,11,1,52,71
HUL,Haas F1 Team,53,0 days 00:01:10.866000,HARD,False,3.0,0 days 01:58:04.633000,70.866,2024,Austrian Grand Prix,11,1,52,71
LEC,Ferrari,53,0 days 00:01:10.734000,MEDIUM,False,5.0,0 days 01:58:32.090000,70.734,2024,Austrian Grand Prix,11,1,52,71
MAG,Haas F1 Team,53,0 days 00:01:10.896000,HARD,False,3.0,0 days 01:58:06.912000,70.896,2024,Austrian Grand Prix,11,1,52,71
NOR,McLaren,53,0 days 00:01:08.016000,MEDIUM,False,3.0,0 days 01:57:19.847000,68.016,2024,Austrian Grand Prix,11,1,52,64
OCO,Alpine,53,0 days 00:01:10.776000,MEDIUM,False,3.0,0 days 01:58:14.059000,70.776,2024,Austrian Grand Prix,11,1,52,71
PER,Red Bull Racing,53,0 days 00:01:09.717000,MEDIUM,False,3.0,0 days 01:58:10.330000,69.717,2024,Austrian Grand Prix,11,1,52,71
PIA,McLaren,53,0 days 00:01:09.088000,MEDIUM,False,3.0,0 days 01:57:38.807000,69.088,2024,Austrian Grand Prix,11,1,52,71
RIC,RB,53,0 days 00:01:11.896000,HARD,False,3.0,0 days 01:58:09.785000,71.896,2024,Austrian Grand Prix,11,1,52,71
RUS,Mercedes,53,0 days 00:01:09.872000,HARD,False,3.0,0 days 01:57:27.742000,69.872,2024,Austrian Grand Prix,11,1,52,71
SAI,Ferrari,53,0 days 00:01:09.981000,MEDIUM,False,3.0,0 days 01:57:32.741000,69.981,2024,Austrian Grand Prix,11,1,52,71
SAR,Williams,53,0 days 00:01:10.667000,MEDIUM,False,4.0,0 days 01:59:27.461000,70.667,2024,Austrian Grand Prix,11,1,52,69
STR,Aston Martin,53,0 days 00:01:10.565000,HARD,False,3.0,0 days 01:58:22.959000,70.565,2024,Austrian Grand Prix,11,1,52,70
TSU,RB,53,0 days 00:01:13.342000,HARD,False,3.0,0 days 01:58:26.483000,73.342,2024,Austrian Grand Prix,11,1,52,70
VER,Red Bull Racing,53,0 days 00:01:08.772000,MEDIUM,False,3.0,0 days 01:57:18.055000,68.772,2024,Austrian Grand Prix,11,1,52,71
ZHO,Kick Sauber,53,0 days 00:01:10.726000,HARD,False,3.0,0 days 01:59:04.179000,70.726,2024,Austrian Grand Prix,11,1,52,70
ALB,Williams,54,0 days 00:01:11.922000,HARD,False,3.0,0 days 01:59:32.847000,71.922,2024,Austrian Grand Prix,11,1,53,70
ALO,Aston Martin,54,0 days 00:01:12.380000,HARD,False,3.0,0 days 01:59:41.964000,72.38,2024,Austrian Grand Prix,11,1,53,70
BOT,Kick Sauber,54,0 days 00:01:10.902000,HARD,False,3.0,0 days 01:59:42.579000,70.902,2024,Austrian Grand Prix,11,1,53,70
GAS,Alpine,54,0 days 00:01:10.821000,MEDIUM,False,3.0,0 days 01:59:22.825000,70.821,2024,Austrian Grand Prix,11,1,53,71
HAM,Mercedes,54,0 days 00:01:32.851000,MEDIUM,False,3.0,0 days 01:58:38.920000,92.851,2024,Austrian Grand Prix,11,1,53,71
HUL,Haas F1 Team,54,0 days 00:01:10.723000,HARD,False,3.0,0 days 01:59:15.499000,70.723,2024,Austrian Grand Prix,11,1,53,71
LEC,Ferrari,54,0 days 00:01:09.683000,MEDIUM,False,5.0,0 days 01:59:42.824000,69.683,2024,Austrian Grand Prix,11,1,53,71
MAG,Haas F1 Team,54,0 days 00:01:10.905000,HARD,False,3.0,0 days 01:59:17.808000,70.905,2024,Austrian Grand Prix,11,1,53,71
NOR,McLaren,54,0 days 00:01:08.429000,MEDIUM,False,3.0,0 days 01:58:27.863000,68.429,2024,Austrian Grand Prix,11,1,53,64
OCO,Alpine,54,0 days 00:01:10.459000,MEDIUM,False,3.0,0 days 01:59:24.835000,70.459,2024,Austrian Grand Prix,11,1,53,71
PER,Red Bull Racing,54,0 days 00:01:10.220000,MEDIUM,False,3.0,0 days 01:59:20.047000,70.22,2024,Austrian Grand Prix,11,1,53,71
PIA,McLaren,54,0 days 00:01:09.014000,MEDIUM,False,3.0,0 days 01:58:47.895000,69.014,2024,Austrian Grand Prix,11,1,53,71
RIC,RB,54,0 days 00:01:10.869000,HARD,False,3.0,0 days 01:59:21.681000,70.869,2024,Austrian Grand Prix,11,1,53,71
RUS,Mercedes,54,0 days 00:01:10.372000,HARD,False,3.0,0 days 01:58:37.614000,70.372,2024,Austrian Grand Prix,11,1,53,71
SAI,Ferrari,54,0 days 00:01:09.546000,MEDIUM,False,3.0,0 days 01:58:42.722000,69.546,2024,Austrian Grand Prix,11,1,53,71
SAR,Williams,54,0 days 00:01:10.629000,MEDIUM,False,4.0,0 days 02:00:38.128000,70.629,2024,Austrian Grand Prix,11,1,53,69
STR,Aston Martin,54,0 days 00:01:10.143000,HARD,False,3.0,0 days 01:59:33.524000,70.143,2024,Austrian Grand Prix,11,1,53,70
TSU,RB,54,0 days 00:01:10.318000,HARD,False,3.0,0 days 01:59:39.825000,70.318,2024,Austrian Grand Prix,11,1,53,70
VER,Red Bull Racing,54,0 days 00:01:08.789000,MEDIUM,False,3.0,0 days 01:58:26.827000,68.789,2024,Austrian Grand Prix,11,1,53,71
ZHO,Kick Sauber,54,0 days 00:01:10.470000,HARD,False,3.0,0 days 02:00:14.905000,70.47,2024,Austrian Grand Prix,11,1,53,70
ALB,Williams,55,0 days 00:01:12.452000,HARD,False,3.0,0 days 02:00:44.769000,72.452,2024,Austrian Grand Prix,11,1,54,70
ALO,Aston Martin,55,0 days 00:01:10.693000,HARD,False,3.0,0 days 02:00:54.344000,70.693,2024,Austrian Grand Prix,11,1,54,70
BOT,Kick Sauber,55,0 days 00:01:10.536000,HARD,False,3.0,0 days 02:00:53.481000,70.536,2024,Austrian Grand Prix,11,1,54,70
GAS,Alpine,55,0 days 00:01:10.631000,MEDIUM,False,3.0,0 days 02:00:33.646000,70.631,2024,Austrian Grand Prix,11,1,54,71
HAM,Mercedes,55,0 days 00:01:09.963000,MEDIUM,False,3.0,0 days 02:00:11.771000,69.963,2024,Austrian Grand Prix,11,1,54,71
HUL,Haas F1 Team,55,0 days 00:01:10.577000,HARD,False,3.0,0 days 02:00:26.222000,70.577,2024,Austrian Grand Prix,11,1,54,71
LEC,Ferrari,55,0 days 00:01:09.584000,MEDIUM,False,5.0,0 days 02:00:52.507000,69.584,2024,Austrian Grand Prix,11,1,54,71
MAG,Haas F1 Team,55,0 days 00:01:10.743000,HARD,False,3.0,0 days 02:00:28.713000,70.743,2024,Austrian Grand Prix,11,1,54,71
NOR,McLaren,55,0 days 00:01:09.348000,MEDIUM,False,3.0,0 days 01:59:36.292000,69.348,2024,Austrian Grand Prix,11,1,54,64
OCO,Alpine,55,0 days 00:01:10.504000,MEDIUM,False,3.0,0 days 02:00:35.294000,70.504,2024,Austrian Grand Prix,11,1,54,71
PER,Red Bull Racing,55,0 days 00:01:10.087000,MEDIUM,False,3.0,0 days 02:00:30.267000,70.087,2024,Austrian Grand Prix,11,1,54,71
PIA,McLaren,55,0 days 00:01:08.837000,MEDIUM,False,3.0,0 days 01:59:56.909000,68.837,2024,Austrian Grand Prix,11,1,54,71
RIC,RB,55,0 days 00:01:10.875000,HARD,False,3.0,0 days 02:00:32.550000,70.875,2024,Austrian Grand Prix,11,1,54,71
RUS,Mercedes,55,0 days 00:01:09.895000,HARD,False,3.0,0 days 01:59:47.986000,69.895,2024,Austrian Grand Prix,11,1,54,71
